index,AGS
4124,07231101
4125,07231103
4126,07231104
4127,07231105
4128,07231107
4129,07231108
4130,07231110
4131,07231111
4132,07231112
4133,07231113
4134,07231114
4135,07231115
4136,07231116
4137,07231117
4138,07231120
4139,07231122
4140,07231123
4141,07231124
4142,07231125
4143,07231126
4144,07231127
4145,07231132
4146,07231133
4147,07231134
4148,07231136
4149,07231202
4150,07231203
4151,07231204
4152,07231206
4153,07231501
4154,07231502
4155,07231503
4156,07231504
4157,07232001
4158,07232002
4159,07232003
4160,07232004
4161,07232005
4162,07232006
4163,07232007
4164,07232008
4165,07232009
4166,07232010
4167,07232011
4168,07232012
4169,07232013
4170,07232014
4171,07232015
4172,07232016
4173,07232017
4174,07232018
4175,07232019
4176,07232020
4177,07232021
4178,07232022
4179,07232024
4180,07232025
4181,07232026
4182,07232027
4183,07232028
4184,07232029
4185,07232030
4186,07232031
4187,07232032
4188,07232033
4189,07232034
4190,07232035
4191,07232036
4192,07232037
4193,07232038
4194,07232039
4195,07232040
4196,07232041
4197,07232042
4198,07232043
4199,07232044
4200,07232045
4201,07232046
4202,07232047
4203,07232048
4204,07232049
4205,07232050
4206,07232052
4207,07232053
4208,07232054
4209,07232055
4210,07232056
4211,07232057
4212,07232058
4213,07232059
4214,07232060
4215,07232061
4216,07232062
4217,07232063
4218,07232064
4219,07232065
4220,07232066
4221,07232067
4222,07232068
4223,07232069
4224,07232070
4225,07232071
4226,07232072
4227,07232073
4228,07232074
4229,07232075
4230,07232076
4231,07232077
4232,07232078
4233,07232079
4234,07232080
4235,07232081
4236,07232082
4237,07232083
4238,07232084
4239,07232085
4240,07232086
4241,07232087
4242,07232088
4243,07232089
4244,07232090
4245,07232091
4246,07232092
4247,07232093
4248,07232094
4249,07232095
4250,07232096
4251,07232097
4252,07232098
4253,07232099
4254,07232100
4255,07232101
4256,07232102
4257,07232103
4258,07232104
4259,07232105
4260,07232106
4261,07232107
4262,07232108
4263,07232109
4264,07232110
4265,07232111
4266,07232112
4267,07232113
4268,07232114
4269,07232115
4270,07232116
4271,07232117
4272,07232118
4273,07232119
4274,07232120
4275,07232121
4276,07232122
4277,07232123
4278,07232124
4279,07232125
4280,07232126
4281,07232127
4282,07232128
4283,07232129
4284,07232130
4285,07232131
4286,07232132
4287,07232133
4288,07232134
4289,07232135
4290,07232137
4291,07232138
4292,07232201
4293,07232202
4294,07232203
4295,07232206
4296,07232207
4297,07232208
4298,07232209
4299,07232210
4300,07232211
4301,07232212
4302,07232213
4303,07232214
4304,07232216
4305,07232217
4306,07232218
4307,07232220
4308,07232221
4309,07232222
4310,07232223
4311,07232224
4312,07232225
4313,07232226
4314,07232227
4315,07232228
4316,07232229
4317,07232230
4318,07232231
4319,07232233
4320,07232234
4321,07232236
4322,07232238
4323,07232240
4324,07232245
4325,07232246
4326,07232247
4327,07232248
4328,07232249
4329,07232250
4330,07232253
4331,07232254
4332,07232255
4333,07232256
4334,07232258
4335,07232259
4336,07232260
4337,07232261
4338,07232262
4339,07232263
4340,07232264
4341,07232265
4342,07232266
4343,07232267
4344,07232270
4345,07232271
4346,07232272
4347,07232273
4348,07232276
4349,07232277
4350,07232279
4351,07232280
4352,07232282
4353,07232283
4354,07232284
4355,07232285
4356,07232287
4357,07232288
4358,07232289
4359,07232290
4360,07232291
4361,07232292
4362,07232293
4363,07232294
4364,07232295
4365,07232296
4366,07232297
4367,07232298
4368,07232300
4369,07232301
4370,07232302
4371,07232304
4372,07232305
4373,07232306
4374,07232307
4375,07232308
4376,07232309
4377,07232310
4378,07232311
4379,07232313
4380,07232315
4381,07232318
4382,07232320
4383,07232321
4384,07232322
4385,07232327
4386,07232328
4387,07232329
4388,07232331
4389,07232332
4390,07232333
4391,07232501
4392,07233002
4393,07233003
4394,07233004
4395,07233005
4396,07233006
4397,07233007
4398,07233008
4399,07233010
4400,07233011
4401,07233014
4402,07233016
4403,07233017
4404,07233018
4405,07233019
4406,07233020
4407,07233021
4408,07233022
4409,07233023
4410,07233025
4411,07233026
4412,07233027
4413,07233028
4414,07233029
4415,07233030
4416,07233031
4417,07233032
4418,07233033
4419,07233034
4420,07233035
4421,07233036
4422,07233037
4423,07233038
4424,07233039
4425,07233040
4426,07233041
4427,07233042
4428,07233043
4429,07233046
4430,07233048
4431,07233049
4432,07233050
4433,07233052
4434,07233053
4435,07233054
4436,07233055
4437,07233056
4438,07233058
4439,07233060
4440,07233061
4441,07233062
4442,07233063
4443,07233064
4444,07233065
4445,07233067
4446,07233068
4447,07233070
4448,07233071
4449,07233074
4450,07233075
4451,07233076
4452,07233077
4453,07233079
4454,07233080
4455,07233081
4456,07233083
4457,07233084
4458,07233201
4459,07233202
4460,07233203
4461,07233204
4462,07233205
4463,07233206
4464,07233207
4465,07233208
4466,07233209
4467,07233210
4468,07233211
4469,07233212
4470,07233213
4471,07233214
4472,07233215
4473,07233216
4474,07233217
4475,07233218
4476,07233219
4477,07233220
4478,07233221
4479,07233222
4480,07233223
4481,07233224
4482,07233225
4483,07233226
4484,07233227
4485,07233228
4486,07233229
4487,07233230
4488,07233232
4489,07233233
4490,07233234
4491,07233235
4492,07233236
4493,07233237
4494,07233239
4495,07233240
4496,07233241
4497,07233242
4498,07233243
4499,07233244
4500,07233501
4501,07235001
4502,07235002
4503,07235003
4504,07235004
4505,07235005
4506,07235008
4507,07235010
4508,07235014
4509,07235015
4510,07235019
4511,07235021
4512,07235022
4513,07235025
4514,07235026
4515,07235027
4516,07235028
4517,07235030
4518,07235033
4519,07235035
4520,07235036
4521,07235037
4522,07235038
4523,07235040
4524,07235043
4525,07235044
4526,07235045
4527,07235046
4528,07235047
4529,07235048
4530,07235050
4531,07235051
4532,07235052
4533,07235055
4534,07235056
4535,07235057
4536,07235058
4537,07235060
4538,07235062
4539,07235063
4540,07235067
4541,07235068
4542,07235069
4543,07235070
4544,07235072
4545,07235073
4546,07235074
4547,07235077
4548,07235078
4549,07235080
4550,07235081
4551,07235082
4552,07235083
4553,07235085
4554,07235090
4555,07235091
4556,07235092
4557,07235093
4558,07235094
4559,07235095
4560,07235096
4561,07235098
4562,07235100
4563,07235101
4564,07235103
4565,07235104
4566,07235105
4567,07235106
4568,07235107
4569,07235108
4570,07235111
4571,07235112
4572,07235114
4573,07235115
4574,07235116
4575,07235118
4576,07235119
4577,07235120
4578,07235122
4579,07235123
4580,07235124
4581,07235125
4582,07235126
4583,07235129
4584,07235131
4585,07235132
4586,07235133
4587,07235134
4588,07235135
4589,07235136
4590,07235137
4591,07235140
4592,07235141
4593,07235142
4594,07235143
4595,07235144
4596,07235146
4597,07235148
4598,07235149
4599,07235151
4600,07235152
4601,07235153
4602,07235154
4603,07235207
4604,07235501
4605,07311000
4606,07312000
4607,07313000
4608,07314000
4609,07315000
4610,07316000
4611,07317000
4612,07318000
4613,07319000
4614,07320000
4615,07331001
4616,07331002
4617,07331003
4618,07331004
4619,07331005
4620,07331006
4621,07331007
4622,07331008
4623,07331009
4624,07331010
4625,07331011
4626,07331012
4627,07331014
4628,07331015
4629,07331017
4630,07331018
4631,07331019
4632,07331020
4633,07331021
4634,07331022
4635,07331023
4636,07331024
4637,07331025
4638,07331026
4639,07331027
4640,07331028
4641,07331029
4642,07331030
4643,07331031
4644,07331032
4645,07331033
4646,07331034
4647,07331035
4648,07331036
4649,07331037
4650,07331038
4651,07331039
4652,07331041
4653,07331042
4654,07331043
4655,07331044
4656,07331045
4657,07331046
4658,07331047
4659,07331048
4660,07331049
4661,07331050
4662,07331051
4663,07331052
4664,07331053
4665,07331054
4666,07331055
4667,07331056
4668,07331058
4669,07331059
4670,07331060
4671,07331061
4672,07331062
4673,07331063
4674,07331064
4675,07331065
4676,07331066
4677,07331067
4678,07331068
4679,07331070
4680,07331071
4681,07331072
4682,07331073
4683,07331075
4684,07332001
4685,07332002
4686,07332003
4687,07332004
4688,07332005
4689,07332006
4690,07332007
4691,07332008
4692,07332009
4693,07332010
4694,07332012
4695,07332013
4696,07332014
4697,07332015
4698,07332016
4699,07332017
4700,07332018
4701,07332019
4702,07332020
4703,07332021
4704,07332022
4705,07332023
4706,07332024
4707,07332025
4708,07332026
4709,07332027
4710,07332028
4711,07332029
4712,07332030
4713,07332031
4714,07332032
4715,07332033
4716,07332034
4717,07332035
4718,07332036
4719,07332037
4720,07332038
4721,07332039
4722,07332040
4723,07332041
4724,07332042
4725,07332043
4726,07332044
4727,07332046
4728,07332047
4729,07332048
4730,07332049
4731,07332050
4732,07333001
4733,07333003
4734,07333004
4735,07333005
4736,07333006
4737,07333007
4738,07333008
4739,07333009
4740,07333010
4741,07333011
4742,07333012
4743,07333013
4744,07333014
4745,07333016
4746,07333017
4747,07333018
4748,07333019
4749,07333020
4750,07333021
4751,07333022
4752,07333023
4753,07333024
4754,07333025
4755,07333026
4756,07333027
4757,07333028
4758,07333030
4759,07333031
4760,07333032
4761,07333033
4762,07333034
4763,07333035
4764,07333036
4765,07333037
4766,07333038
4767,07333039
4768,07333040
4769,07333041
4770,07333042
4771,07333043
4772,07333045
4773,07333046
4774,07333047
4775,07333048
4776,07333049
4777,07333050
4778,07333051
4779,07333053
4780,07333054
4781,07333055
4782,07333056
4783,07333057
4784,07333058
4785,07333060
4786,07333061
4787,07333062
4788,07333064
4789,07333065
4790,07333066
4791,07333067
4792,07333068
4793,07333069
4794,07333071
4795,07333072
4796,07333073
4797,07333074
4798,07333075
4799,07333076
4800,07333077
4801,07333078
4802,07333079
4803,07333080
4804,07333081
4805,07333083
4806,07333084
4807,07333201
4808,07333202
4809,07333203
4810,07333501
4811,07333502
4812,07333503
4813,07334001
4814,07334002
4815,07334004
4816,07334005
4817,07334006
4818,07334007
4819,07334008
4820,07334009
4821,07334011
4822,07334012
4823,07334013
4824,07334014
4825,07334015
4826,07334016
4827,07334017
4828,07334018
4829,07334020
4830,07334021
4831,07334022
4832,07334023
4833,07334024
4834,07334025
4835,07334027
4836,07334028
4837,07334030
4838,07334031
4839,07334032
4840,07334033
4841,07334034
4842,07334036
4843,07334501
4844,07335002
4845,07335003
4846,07335004
4847,07335005
4848,07335006
4849,07335007
4850,07335009
4851,07335010
4852,07335011
4853,07335012
4854,07335013
4855,07335014
4856,07335015
4857,07335016
4858,07335017
4859,07335018
4860,07335019
4861,07335020
4862,07335021
4863,07335022
4864,07335023
4865,07335024
4866,07335025
4867,07335026
4868,07335027
4869,07335028
4870,07335029
4871,07335030
4872,07335031
4873,07335033
4874,07335034
4875,07335035
4876,07335037
4877,07335038
4878,07335040
4879,07335041
4880,07335042
4881,07335043
4882,07335044
4883,07335045
4884,07335046
4885,07335047
4886,07335048
4887,07335049
4888,07335201
4889,07335202
4890,07335203
4891,07335204
4892,07335205
4893,07335501
4894,07336001
4895,07336002
4896,07336003
4897,07336004
4898,07336005
4899,07336006
4900,07336008
4901,07336009
4902,07336010
4903,07336011
4904,07336012
4905,07336013
4906,07336014
4907,07336015
4908,07336016
4909,07336017
4910,07336018
4911,07336019
4912,07336021
4913,07336022
4914,07336023
4915,07336024
4916,07336025
4917,07336027
4918,07336029
4919,07336030
4920,07336031
4921,07336032
4922,07336033
4923,07336034
4924,07336035
4925,07336036
4926,07336037
4927,07336038
4928,07336039
4929,07336040
4930,07336041
4931,07336042
4932,07336043
4933,07336044
4934,07336045
4935,07336046
4936,07336047
4937,07336048
4938,07336049
4939,07336050
4940,07336051
4941,07336052
4942,07336053
4943,07336054
4944,07336055
4945,07336056
4946,07336057
4947,07336058
4948,07336060
4949,07336061
4950,07336062
4951,07336064
4952,07336065
4953,07336066
4954,07336067
4955,07336068
4956,07336069
4957,07336070
4958,07336071
4959,07336072
4960,07336073
4961,07336074
4962,07336075
4963,07336076
4964,07336077
4965,07336079
4966,07336081
4967,07336082
4968,07336084
4969,07336085
4970,07336086
4971,07336087
4972,07336088
4973,07336089
4974,07336090
4975,07336091
4976,07336092
4977,07336094
4978,07336095
4979,07336096
4980,07336097
4981,07336098
4982,07336099
4983,07336100
4984,07336101
4985,07336102
4986,07336103
4987,07336104
4988,07336105
4989,07336106
4990,07336107
4991,07336501
4992,07337001
4993,07337002
4994,07337005
4995,07337006
4996,07337007
4997,07337008
4998,07337009
4999,07337011
5000,07337012
5001,07337013
5002,07337014
5003,07337015
5004,07337017
5005,07337018
5006,07337019
5007,07337020
5008,07337021
5009,07337022
5010,07337023
5011,07337024
5012,07337025
5013,07337026
5014,07337027
5015,07337028
5016,07337029
5017,07337031
5018,07337032
5019,07337033
5020,07337035
5021,07337036
5022,07337037
5023,07337038
5024,07337039
5025,07337040
5026,07337041
5027,07337042
5028,07337043
5029,07337044
5030,07337045
5031,07337046
5032,07337047
5033,07337048
5034,07337049
5035,07337050
5036,07337051
5037,07337052
5038,07337054
5039,07337055
5040,07337056
5041,07337058
5042,07337059
5043,07337060
5044,07337061
5045,07337062
5046,07337064
5047,07337065
5048,07337066
5049,07337067
5050,07337068
5051,07337069
5052,07337070
5053,07337071
5054,07337072
5055,07337073
5056,07337074
5057,07337076
5058,07337077
5059,07337078
5060,07337079
5061,07337080
5062,07337081
5063,07337082
5064,07337083
5065,07337084
5066,07337501
5067,07338001
5068,07338002
5069,07338003
5070,07338004
5071,07338005
5072,07338006
5073,07338007
5074,07338008
5075,07338009
5076,07338010
5077,07338011
5078,07338012
5079,07338013
5080,07338014
5081,07338015
5082,07338016
5083,07338017
5084,07338018
5085,07338019
5086,07338020
5087,07338021
5088,07338022
5089,07338023
5090,07338025
5091,07338026
5092,07339001
5093,07339002
5094,07339003
5095,07339004
5096,07339005
5097,07339006
5098,07339007
5099,07339008
5100,07339009
5101,07339010
5102,07339011
5103,07339012
5104,07339013
5105,07339015
5106,07339016
5107,07339017
5108,07339018
5109,07339019
5110,07339020
5111,07339021
5112,07339022
5113,07339024
5114,07339025
5115,07339026
5116,07339027
5117,07339028
5118,07339029
5119,07339030
5120,07339031
5121,07339032
5122,07339033
5123,07339034
5124,07339035
5125,07339036
5126,07339037
5127,07339038
5128,07339039
5129,07339040
5130,07339041
5131,07339042
5132,07339043
5133,07339044
5134,07339045
5135,07339046
5136,07339047
5137,07339048
5138,07339049
5139,07339050
5140,07339051
5141,07339053
5142,07339054
5143,07339056
5144,07339057
5145,07339058
5146,07339059
5147,07339060
5148,07339061
5149,07339062
5150,07339063
5151,07339064
5152,07339065
5153,07339066
5154,07339067
5155,07339068
5156,07339201
5157,07339202
5158,07340001
5159,07340002
5160,07340003
5161,07340004
5162,07340005
5163,07340006
5164,07340007
5165,07340008
5166,07340009
5167,07340010
5168,07340011
5169,07340012
5170,07340014
5171,07340015
5172,07340016
5173,07340017
5174,07340018
5175,07340019
5176,07340020
5177,07340021
5178,07340022
5179,07340023
5180,07340024
5181,07340025
5182,07340026
5183,07340027
5184,07340028
5185,07340029
5186,07340030
5187,07340031
5188,07340032
5189,07340033
5190,07340034
5191,07340035
5192,07340036
5193,07340037
5194,07340038
5195,07340039
5196,07340040
5197,07340041
5198,07340042
5199,07340043
5200,07340044
5201,07340045
5202,07340047
5203,07340048
5204,07340049
5205,07340050
5206,07340051
5207,07340052
5208,07340053
5209,07340054
5210,07340055
5211,07340057
5212,07340201
5213,07340202
5214,07340203
5215,07340204
5216,07340205
5217,07340206
5218,07340207
5219,07340208
5220,07340209
5221,07340210
5222,07340211
5223,07340212
5224,07340213
5225,07340214
5226,07340215
5227,07340216
5228,07340217
5229,07340218
5230,07340219
5231,07340220
5232,07340221
5233,07340222
5234,07340223
5235,07340224
5236,07340225
5237,07340226
5238,07340227
5239,07340228
5240,07340501
5241,07340502
5242,08111000
5243,08115001
5244,08115002
5245,08115003
5246,08115004
5247,08115010
5248,08115013
5249,08115015
5250,08115016
5251,08115021
5252,08115022
5253,08115024
5254,08115028
5255,08115029
5256,08115034
5257,08115037
5258,08115041
5259,08115042
5260,08115044
5261,08115045
5262,08115046
5263,08115048
5264,08115050
5265,08115051
5266,08115052
5267,08115053
5268,08115054
5269,08116004
5270,08116005
5271,08116006
5272,08116007
5273,08116008
5274,08116011
5275,08116012
5276,08116014
5277,08116015
5278,08116016
5279,08116018
5280,08116019
5281,08116020
5282,08116022
5283,08116027
5284,08116029
5285,08116033
5286,08116035
5287,08116036
5288,08116037
5289,08116041
5290,08116042
5291,08116043
5292,08116046
5293,08116047
5294,08116048
5295,08116049
5296,08116050
5297,08116053
5298,08116054
5299,08116056
5300,08116058
5301,08116063
5302,08116068
5303,08116070
5304,08116071
5305,08116072
5306,08116073
5307,08116076
5308,08116077
5309,08116078
5310,08116079
5311,08116080
5312,08116081
5313,08117001
5314,08117002
5315,08117003
5316,08117006
5317,08117007
5318,08117009
5319,08117010
5320,08117011
5321,08117012
5322,08117014
5323,08117015
5324,08117016
5325,08117017
5326,08117018
5327,08117019
5328,08117020
5329,08117023
5330,08117024
5331,08117025
5332,08117026
5333,08117028
5334,08117029
5335,08117030
5336,08117031
5337,08117033
5338,08117035
5339,08117037
5340,08117038
5341,08117042
5342,08117043
5343,08117044
5344,08117049
5345,08117051
5346,08117053
5347,08117055
5348,08117058
5349,08117060
5350,08117061
5351,08118001
5352,08118003
5353,08118006
5354,08118007
5355,08118010
5356,08118011
5357,08118012
5358,08118014
5359,08118015
5360,08118016
5361,08118018
5362,08118019
5363,08118021
5364,08118027
5365,08118028
5366,08118040
5367,08118046
5368,08118047
5369,08118048
5370,08118049
5371,08118050
5372,08118051
5373,08118053
5374,08118054
5375,08118059
5376,08118060
5377,08118063
5378,08118067
5379,08118068
5380,08118070
5381,08118071
5382,08118073
5383,08118074
5384,08118076
5385,08118077
5386,08118078
5387,08118079
5388,08118080
5389,08118081
5390,08119001
5391,08119003
5392,08119004
5393,08119006
5394,08119008
5395,08119018
5396,08119020
5397,08119024
5398,08119037
5399,08119038
5400,08119041
5401,08119042
5402,08119044
5403,08119053
5404,08119055
5405,08119061
5406,08119067
5407,08119068
5408,08119069
5409,08119075
5410,08119076
5411,08119079
5412,08119083
5413,08119084
5414,08119085
5415,08119086
5416,08119087
5417,08119089
5418,08119090
5419,08119091
5420,08119093
5421,08121000
5422,08125001
5423,08125005
5424,08125006
5425,08125007
5426,08125008
5427,08125013
5428,08125017
5429,08125021
5430,08125024
5431,08125026
5432,08125027
5433,08125030
5434,08125034
5435,08125038
5436,08125039
5437,08125046
5438,08125047
5439,08125048
5440,08125049
5441,08125056
5442,08125057
5443,08125058
5444,08125059
5445,08125061
5446,08125063
5447,08125065
5448,08125066
5449,08125068
5450,08125069
5451,08125074
5452,08125078
5453,08125079
5454,08125081
5455,08125084
5456,08125086
5457,08125087
5458,08125094
5459,08125096
5460,08125098
5461,08125102
5462,08125103
5463,08125107
5464,08125108
5465,08125110
5466,08125111
5467,08125113
5468,08126011
5469,08126020
5470,08126028
5471,08126039
5472,08126045
5473,08126046
5474,08126047
5475,08126056
5476,08126058
5477,08126060
5478,08126066
5479,08126069
5480,08126072
5481,08126085
5482,08126086
5483,08126094
5484,08127008
5485,08127009
5486,08127012
5487,08127013
5488,08127014
5489,08127023
5490,08127025
5491,08127032
5492,08127043
5493,08127046
5494,08127047
5495,08127052
5496,08127056
5497,08127059
5498,08127062
5499,08127063
5500,08127071
5501,08127073
5502,08127075
5503,08127076
5504,08127079
5505,08127086
5506,08127089
5507,08127091
5508,08127099
5509,08127100
5510,08127101
5511,08127102
5512,08127103
5513,08127104
5514,08128006
5515,08128007
5516,08128014
5517,08128020
5518,08128039
5519,08128045
5520,08128047
5521,08128058
5522,08128061
5523,08128064
5524,08128082
5525,08128115
5526,08128126
5527,08128128
5528,08128131
5529,08128137
5530,08128138
5531,08128139
5532,08135010
5533,08135015
5534,08135016
5535,08135019
5536,08135020
5537,08135021
5538,08135025
5539,08135026
5540,08135027
5541,08135031
5542,08135032
5543,08136002
5544,08136003
5545,08136007
5546,08136009
5547,08136010
5548,08136015
5549,08136018
5550,08136019
5551,08136020
5552,08136021
5553,08136024
5554,08136027
5555,08136028
5556,08136029
5557,08136033
5558,08136034
5559,08136035
5560,08136037
5561,08136038
5562,08136040
5563,08136042
5564,08136043
5565,08136044
5566,08136045
5567,08136046
5568,08136049
5569,08136050
5570,08136060
5571,08136061
5572,08136062
5573,08136065
5574,08136066
5575,08136068
5576,08136070
5577,08136071
5578,08136075
5579,08136079
5580,08136082
5581,08136084
5582,08136087
5583,08136088
5584,08136089
5585,08211000
5586,08212000
5587,08215007
5588,08215009
5589,08215017
5590,08215021
5591,08215025
5592,08215029
5593,08215039
5594,08215040
5595,08215046
5596,08215047
5597,08215059
5598,08215064
5599,08215066
5600,08215082
5601,08215084
5602,08215089
5603,08215090
5604,08215094
5605,08215096
5606,08215097
5607,08215099
5608,08215100
5609,08215101
5610,08215102
5611,08215103
5612,08215105
5613,08215106
5614,08215107
5615,08215108
5616,08215109
5617,08215110
5618,08215111
5619,08216002
5620,08216005
5621,08216006
5622,08216007
5623,08216008
5624,08216009
5625,08216012
5626,08216013
5627,08216015
5628,08216017
5629,08216022
5630,08216023
5631,08216024
5632,08216028
5633,08216029
5634,08216033
5635,08216039
5636,08216041
5637,08216043
5638,08216049
5639,08216052
5640,08216059
5641,08216063
5642,08221000
5643,08222000
5644,08225001
5645,08225002
5646,08225009
5647,08225010
5648,08225014
5649,08225024
5650,08225032
5651,08225033
5652,08225039
5653,08225042
5654,08225052
5655,08225058
5656,08225060
5657,08225064
5658,08225067
5659,08225068
5660,08225074
5661,08225075
5662,08225082
5663,08225091
5664,08225109
5665,08225113
5666,08225114
5667,08225115
5668,08225116
5669,08225117
5670,08225118
5671,08226003
5672,08226006
5673,08226009
5674,08226010
5675,08226012
5676,08226013
5677,08226017
5678,08226018
5679,08226020
5680,08226022
5681,08226027
5682,08226028
5683,08226029
5684,08226031
5685,08226032
5686,08226036
5687,08226037
5688,08226038
5689,08226040
5690,08226041
5691,08226046
5692,08226048
5693,08226049
5694,08226054
5695,08226055
5696,08226056
5697,08226058
5698,08226059
5699,08226060
5700,08226062
5701,08226063
5702,08226065
5703,08226066
5704,08226068
5705,08226076
5706,08226080
5707,08226081
5708,08226082
5709,08226084
5710,08226085
5711,08226086
5712,08226091
5713,08226095
5714,08226096
5715,08226097
5716,08226098
5717,08226099
5718,08226101
5719,08226102
5720,08226103
5721,08226104
5722,08226105
5723,08226106
5724,08226107
5725,08231000
5726,08235006
5727,08235007
5728,08235008
5729,08235018
5730,08235020
5731,08235022
5732,08235025
5733,08235029
5734,08235032
5735,08235033
5736,08235035
5737,08235046
5738,08235047
5739,08235050
5740,08235055
5741,08235057
5742,08235060
5743,08235065
5744,08235066
5745,08235067
5746,08235073
5747,08235079
5748,08235080
5749,08235084
5750,08235085
5751,08236004
5752,08236011
5753,08236013
5754,08236019
5755,08236025
5756,08236028
5757,08236030
5758,08236031
5759,08236033
5760,08236038
5761,08236039
5762,08236040
5763,08236043
5764,08236044
5765,08236046
5766,08236050
5767,08236061
5768,08236062
5769,08236065
5770,08236067
5771,08236068
5772,08236070
5773,08236071
5774,08236072
5775,08236073
5776,08236074
5777,08236075
5778,08236076
5779,08237002
5780,08237004
5781,08237019
5782,08237024
5783,08237027
5784,08237028
5785,08237030
5786,08237032
5787,08237040
5788,08237045
5789,08237054
5790,08237061
5791,08237072
5792,08237073
5793,08237074
5794,08237075
5795,08311000
5796,08315003
5797,08315004
5798,08315006
5799,08315007
5800,08315008
5801,08315013
5802,08315014
5803,08315015
5804,08315016
5805,08315020
5806,08315022
5807,08315028
5808,08315030
5809,08315031
5810,08315033
5811,08315037
5812,08315039
5813,08315041
5814,08315043
5815,08315047
5816,08315048
5817,08315050
5818,08315051
5819,08315052
5820,08315056
5821,08315059
5822,08315064
5823,08315068
5824,08315070
5825,08315072
5826,08315073
5827,08315074
5828,08315076
5829,08315084
5830,08315089
5831,08315094
5832,08315095
5833,08315098
5834,08315102
5835,08315107
5836,08315108
5837,08315109
5838,08315111
5839,08315113
5840,08315115
5841,08315125
5842,08315130
5843,08315131
5844,08315132
5845,08315133
5846,08316002
5847,08316003
5848,08316009
5849,08316010
5850,08316011
5851,08316012
5852,08316013
5853,08316014
5854,08316017
5855,08316020
5856,08316024
5857,08316036
5858,08316037
5859,08316038
5860,08316039
5861,08316042
5862,08316043
5863,08316045
5864,08316049
5865,08316051
5866,08316053
5867,08316054
5868,08316055
5869,08316056
5870,08317001
5871,08317005
5872,08317008
5873,08317009
5874,08317011
5875,08317021
5876,08317026
5877,08317029
5878,08317031
5879,08317034
5880,08317039
5881,08317040
5882,08317041
5883,08317046
5884,08317047
5885,08317051
5886,08317056
5887,08317057
5888,08317059
5889,08317065
5890,08317067
5891,08317068
5892,08317073
5893,08317075
5894,08317078
5895,08317085
5896,08317088
5897,08317089
5898,08317093
5899,08317096
5900,08317097
5901,08317098
5902,08317100
5903,08317102
5904,08317110
5905,08317113
5906,08317114
5907,08317116
5908,08317118
5909,08317121
5910,08317122
5911,08317126
5912,08317127
5913,08317129
5914,08317141
5915,08317145
5916,08317146
5917,08317150
5918,08317151
5919,08317152
5920,08317153
5921,08317971
5922,08325001
5923,08325009
5924,08325011
5925,08325012
5926,08325014
5927,08325015
5928,08325024
5929,08325036
5930,08325045
5931,08325049
5932,08325050
5933,08325051
5934,08325053
5935,08325057
5936,08325060
5937,08325061
5938,08325064
5939,08325069
5940,08325070
5941,08325071
5942,08325072
5943,08326003
5944,08326005
5945,08326006
5946,08326010
5947,08326012
5948,08326017
5949,08326020
5950,08326027
5951,08326031
5952,08326037
5953,08326041
5954,08326052
5955,08326054
5956,08326055
5957,08326060
5958,08326061
5959,08326065
5960,08326068
5961,08326074
5962,08326075
5963,08327002
5964,08327004
5965,08327005
5966,08327006
5967,08327007
5968,08327008
5969,08327009
5970,08327010
5971,08327011
5972,08327012
5973,08327013
5974,08327016
5975,08327017
5976,08327018
5977,08327019
5978,08327020
5979,08327023
5980,08327025
5981,08327027
5982,08327029
5983,08327030
5984,08327033
5985,08327036
5986,08327038
5987,08327040
5988,08327041
5989,08327046
5990,08327048
5991,08327049
5992,08327050
5993,08327051
5994,08327054
5995,08327055
5996,08327056
5997,08327057
5998,08335001
5999,08335002
6000,08335015
6001,08335021
6002,08335022
6003,08335025
6004,08335026
6005,08335028
6006,08335035
6007,08335043
6008,08335055
6009,08335057
6010,08335061
6011,08335063
6012,08335066
6013,08335075
6014,08335077
6015,08335079
6016,08335080
6017,08335081
6018,08335096
6019,08335097
6020,08335098
6021,08335099
6022,08335100
6023,08336004
6024,08336006
6025,08336008
6026,08336010
6027,08336014
6028,08336019
6029,08336024
6030,08336025
6031,08336034
6032,08336036
6033,08336043
6034,08336045
6035,08336050
6036,08336057
6037,08336069
6038,08336073
6039,08336075
6040,08336078
6041,08336079
6042,08336080
6043,08336081
6044,08336082
6045,08336084
6046,08336087
6047,08336089
6048,08336090
6049,08336091
6050,08336094
6051,08336096
6052,08336100
6053,08336103
6054,08336104
6055,08336105
6056,08336106
6057,08336107
6058,08337002
6059,08337013
6060,08337022
6061,08337027
6062,08337030
6063,08337032
6064,08337038
6065,08337039
6066,08337045
6067,08337049
6068,08337051
6069,08337053
6070,08337059
6071,08337060
6072,08337062
6073,08337065
6074,08337066
6075,08337070
6076,08337076
6077,08337090
6078,08337096
6079,08337097
6080,08337106
6081,08337108
6082,08337116
6083,08337118
6084,08337123
6085,08337124
6086,08337125
6087,08337126
6088,08337127
6089,08337128
6090,08415014
6091,08415019
6092,08415027
6093,08415028
6094,08415029
6095,08415034
6096,08415039
6097,08415048
6098,08415050
6099,08415053
6100,08415058
6101,08415059
6102,08415060
6103,08415061
6104,08415062
6105,08415073
6106,08415078
6107,08415080
6108,08415085
6109,08415087
6110,08415088
6111,08415089
6112,08415090
6113,08415091
6114,08415092
6115,08415093
6116,08415971
6117,08416006
6118,08416009
6119,08416011
6120,08416015
6121,08416018
6122,08416022
